imie,nazwisko,miasto,ulica,nr_domu,nr_mieszkania
Kamil,Jakios,Chelmno,Nowsza,64,3
Amelia,Nijak,Plonsk,Starsza,40,116
Kamil,Nowak,Chelmno,Nowa,26,31
Kamil,Nijak,Plonsk,Starsza,81,95
Jan,Abac,Warszawa,Nowa,8,143
Bartek,Nowak,Bydgoszcz,Stara,54,30
Kamil,Jakios,Chelmno,Nowsza,100,9
Amelia,Nijak,Plonsk,Starsza,32,41
Jan,Nowak,Chelmno,Starsza,63,76
Bartek,Nowak,Bydgoszcz,Stara,91,48
Kamil,Jakios,Chelmno,Nowsza,7,64
Amelia,Nijak,Plonsk,Starsza,84,46
Kamil,Jakios,Bydgoszcz,Starsza,18,15
Kamil,Nowak,Plonsk,Nowsza,17,134
Jan,Abac,Warszawa,Nowa,4,140
Bartek,Nowak,Bydgoszcz,Stara,73,71
Kamil,Jakios,Chelmno,Nowsza,10,125
Amelia,Nijak,Plonsk,Starsza,60,9
Jan,Nijak,Plonsk,Nowa,71,28
Bartek,Nowak,Bydgoszcz,Stara,71,130
Kamil,Jakios,Chelmno,Nowsza,56,81
Amelia,Nijak,Plonsk,Starsza,25,16
Bartek,Jakios,Chelmno,Nowsza,74,101
Kamil,Nijak,Chelmno,Stara,27,46
Jan,Abac,Warszawa,Nowa,43,47
Bartek,Nowak,Bydgoszcz,Stara,61,46
Kamil,Jakios,Chelmno,Nowsza,39,124
Amelia,Nijak,Plonsk,Starsza,96,87
Bartek,Nowak,Plonsk,Nowa,100,9
Bartek,Nowak,Bydgoszcz,Stara,48,35
Kamil,Jakios,Chelmno,Nowsza,40,95
Amelia,Nijak,Plonsk,Starsza,88,43
Amelia,Abac,Chelmno,Nowa,40,13
Bartek,Nijak,Chelmno,Nowsza,70,34
Jan,Abac,Warszawa,Nowa,89,4
Bartek,Nowak,Bydgoszcz,Stara,42,54
Kamil,Jakios,Chelmno,Nowsza,50,42
Amelia,Nijak,Plonsk,Starsza,14,32
Kamil,Nijak,Bydgoszcz,Stara,18,136
Bartek,Nowak,Bydgoszcz,Stara,51,47
Kamil,Jakios,Chelmno,Nowsza,59,110
Amelia,Nijak,Plonsk,Starsza,24,108
Kamil,Nijak,Warszawa,Nowsza,32,128
Kamil,Abac,Warszawa,Nowa,52,120
Jan,Abac,Warszawa,Nowa,44,61
Bartek,Nowak,Bydgoszcz,Stara,99,108
Kamil,Jakios,Chelmno,Nowsza,99,133
Amelia,Nijak,Plonsk,Starsza,4,144
Amelia,Abac,Bydgoszcz,Stara,85,96
Bartek,Nowak,Bydgoszcz,Stara,99,105
Kamil,Jakios,Chelmno,Nowsza,92,123
Amelia,Nijak,Plonsk,Starsza,85,132
Jan,Nijak,Plonsk,Nowsza,47,54
Kamil,Abac,Warszawa,Nowsza,45,53
Jan,Abac,Warszawa,Nowa,94,79
Bartek,Nowak,Bydgoszcz,Stara,92,93
Kamil,Jakios,Chelmno,Nowsza,73,21
Amelia,Nijak,Plonsk,Starsza,93,74
Bartek,Nowak,Warszawa,Stara,19,126
Bartek,Nowak,Bydgoszcz,Stara,84,72
Kamil,Jakios,Chelmno,Nowsza,3,146
Amelia,Nijak,Plonsk,Starsza,2,79
Bartek,Nijak,Chelmno,Stara,32,45
Jan,Nijak,Chelmno,Stara,45,145
Jan,Abac,Warszawa,Nowa,6,93
Bartek,Nowak,Bydgoszcz,Stara,67,61
Kamil,Jakios,Chelmno,Nowsza,63,145
Amelia,Nijak,Plonsk,Starsza,42,69
Bartek,Nijak,Plonsk,Nowsza,6,54
Bartek,Nowak,Bydgoszcz,Stara,33,16
Kamil,Jakios,Chelmno,Nowsza,39,104
Amelia,Nijak,Plonsk,Starsza,46,144
Kamil,Nowak,Warszawa,Stara,57,77
Bartek,Nowak,Warszawa,Nowa,20,19
Jan,Abac,Warszawa,Nowa,81,120
Bartek,Nowak,Bydgoszcz,Stara,7,42
Kamil,Jakios,Chelmno,Nowsza,99,148
Amelia,Nijak,Plonsk,Starsza,44,60
Jan,Jakios,Warszawa,Starsza,99,3
Bartek,Nowak,Bydgoszcz,Stara,67,139
Kamil,Jakios,Chelmno,Nowsza,86,35
Amelia,Nijak,Plonsk,Starsza,10,42
Bartek,Jakios,Chelmno,Starsza,74,94
Kamil,Abac,Chelmno,Nowsza,29,2
Jan,Abac,Warszawa,Nowa,71,142
Bartek,Nowak,Bydgoszcz,Stara,21,10
Kamil,Jakios,Chelmno,Nowsza,89,52
Amelia,Nijak,Plonsk,Starsza,40,66
Bartek,Nijak,Chelmno,Nowa,47,75
Bartek,Nowak,Bydgoszcz,Stara,32,141
Kamil,Jakios,Chelmno,Nowsza,46,18
Amelia,Nijak,Plonsk,Starsza,43,25
Bartek,Nowak,Bydgoszcz,Stara,5,3
Amelia,Nowak,Chelmno,Starsza,67,7
Jan,Abac,Warszawa,Nowa,54,93
Bartek,Nowak,Bydgoszcz,Stara,67,96
Kamil,Jakios,Chelmno,Nowsza,98,4
Amelia,Nijak,Plonsk,Starsza,39,84
Amelia,Nijak,Bydgoszcz,Nowsza,28,92
Bartek,Nowak,Bydgoszcz,Stara,41,116
Kamil,Jakios,Chelmno,Nowsza,94,82
Amelia,Nijak,Plonsk,Starsza,91,90
Bartek,Nijak,Bydgoszcz,Stara,83,115
Bartek,Jakios,Bydgoszcz,Starsza,27,71
Jan,Abac,Warszawa,Nowa,18,67
Bartek,Nowak,Bydgoszcz,Stara,50,20
Kamil,Jakios,Chelmno,Nowsza,73,38
Amelia,Nijak,Plonsk,Starsza,31,131
Jan,Nowak,Chelmno,Nowsza,98,68
Bartek,Nowak,Bydgoszcz,Stara,100,97
Kamil,Jakios,Chelmno,Nowsza,22,64
Amelia,Nijak,Plonsk,Starsza,48,47
Bartek,Nijak,Chelmno,Starsza,67,54
Jan,Jakios,Warszawa,Nowsza,58,24
Jan,Abac,Warszawa,Nowa,50,71
Bartek,Nowak,Bydgoszcz,Stara,22,70
Kamil,Jakios,Chelmno,Nowsza,38,40
Amelia,Nijak,Plonsk,Starsza,43,136
Jan,Nijak,Bydgoszcz,Nowsza,79,16
Bartek,Nowak,Bydgoszcz,Stara,91,145
Kamil,Jakios,Chelmno,Nowsza,72,39
Amelia,Nijak,Plonsk,Starsza,48,15
Amelia,Nowak,Plonsk,Nowsza,50,98
Bartek,Abac,Chelmno,Nowsza,47,39
Jan,Abac,Warszawa,Nowa,23,81
Bartek,Nowak,Bydgoszcz,Stara,7,12
Kamil,Jakios,Chelmno,Nowsza,13,99
Amelia,Nijak,Plonsk,Starsza,32,93
Bartek,Jakios,Bydgoszcz,Nowsza,11,69
Bartek,Nowak,Bydgoszcz,Stara,88,61
Kamil,Jakios,Chelmno,Nowsza,18,21
Amelia,Nijak,Plonsk,Starsza,98,15
Amelia,Nowak,Warszawa,Nowsza,8,87
Kamil,Abac,Warszawa,Stara,35,138
Jan,Abac,Warszawa,Nowa,42,125
Bartek,Nowak,Bydgoszcz,Stara,82,98
Kamil,Jakios,Chelmno,Nowsza,41,8
Amelia,Nijak,Plonsk,Starsza,10,120
Amelia,Abac,Chelmno,Stara,78,34
Bartek,Nowak,Bydgoszcz,Stara,84,68
Kamil,Jakios,Chelmno,Nowsza,31,83
Amelia,Nijak,Plonsk,Starsza,10,35
Bartek,Nijak,Chelmno,Nowsza,5,71
Kamil,Nijak,Chelmno,Stara,6,99
Jan,Abac,Warszawa,Nowa,10,102
Bartek,Nowak,Bydgoszcz,Stara,29,60
Kamil,Jakios,Chelmno,Nowsza,96,20
Amelia,Nijak,Plonsk,Starsza,48,27
Amelia,Abac,Bydgoszcz,Nowa,45,43
Bartek,Nowak,Bydgoszcz,Stara,4,22
Kamil,Jakios,Chelmno,Nowsza,80,120
Amelia,Nijak,Plonsk,Starsza,93,142
Jan,Abac,Plonsk,Nowa,34,50
Bartek,Nowak,Warszawa,Stara,76,71
Jan,Abac,Warszawa,Nowa,33,47
Bartek,Nowak,Bydgoszcz,Stara,70,27
Kamil,Jakios,Chelmno,Nowsza,31,25
Amelia,Nijak,Plonsk,Starsza,31,48
Jan,Nowak,Chelmno,Starsza,65,34
Bartek,Nowak,Bydgoszcz,Stara,84,136
Kamil,Jakios,Chelmno,Nowsza,41,95
Amelia,Nijak,Plonsk,Starsza,84,74
Amelia,Jakios,Warszawa,Starsza,32,104
Kamil,Nowak,Plonsk,Nowsza,77,146
Jan,Abac,Warszawa,Nowa,100,96
Bartek,Nowak,Bydgoszcz,Stara,74,148
Kamil,Jakios,Chelmno,Nowsza,20,62
Amelia,Nijak,Plonsk,Starsza,79,144
Jan,Nijak,Plonsk,Nowa,43,145
Bartek,Nowak,Bydgoszcz,Stara,7,139
Kamil,Jakios,Chelmno,Nowsza,80,95
Amelia,Nijak,Plonsk,Starsza,45,99
Kamil,Nowak,Warszawa,Nowa,45,109
Amelia,Jakios,Plonsk,Starsza,99,84
Jan,Abac,Warszawa,Nowa,68,68
Bartek,Nowak,Bydgoszcz,Stara,94,10
Kamil,Jakios,Chelmno,Nowsza,91,98
Amelia,Nijak,Plonsk,Starsza,98,12
Amelia,Abac,Chelmno,Nowsza,47,118
Bartek,Nowak,Bydgoszcz,Stara,55,126
Kamil,Jakios,Chelmno,Nowsza,95,88
Amelia,Nijak,Plonsk,Starsza,53,69
Jan,Nijak,Bydgoszcz,Starsza,80,49
Kamil,Abac,Chelmno,Stara,41,88
Jan,Abac,Warszawa,Nowa,11,142
Bartek,Nowak,Bydgoszcz,Stara,81,16
Kamil,Jakios,Chelmno,Nowsza,95,82
Amelia,Nijak,Plonsk,Starsza,75,146
Amelia,Jakios,Warszawa,Stara,67,116
Bartek,Nowak,Bydgoszcz,Stara,26,100
Kamil,Jakios,Chelmno,Nowsza,65,115
Amelia,Nijak,Plonsk,Starsza,90,19
Kamil,Jakios,Chelmno,Stara,28,19
Kamil,Jakios,Bydgoszcz,Nowsza,9,76
Jan,Abac,Warszawa,Nowa,67,23
Bartek,Nowak,Bydgoszcz,Stara,95,127
Kamil,Jakios,Chelmno,Nowsza,80,131
Amelia,Nijak,Plonsk,Starsza,42,30
Amelia,Nijak,Warszawa,Starsza,3,88
Bartek,Nowak,Bydgoszcz,Stara,18,97
Kamil,Jakios,Chelmno,Nowsza,65,126
Amelia,Nijak,Plonsk,Starsza,19,132
Kamil,Nijak,Chelmno,Stara,90,21
Kamil,Jakios,Bydgoszcz,Nowa,10,41
Jan,Abac,Warszawa,Nowa,80,91
Bartek,Nowak,Bydgoszcz,Stara,70,38
Kamil,Jakios,Chelmno,Nowsza,20,117
Amelia,Nijak,Plonsk,Starsza,55,143
Amelia,Abac,Bydgoszcz,Nowa,27,79
Bartek,Nowak,Bydgoszcz,Stara,99,140
Kamil,Jakios,Chelmno,Nowsza,22,42
Amelia,Nijak,Plonsk,Starsza,45,144
Bartek,Jakios,Warszawa,Starsza,89,74
Jan,Nijak,Bydgoszcz,Nowsza,79,78
Jan,Abac,Warszawa,Nowa,8,107
Bartek,Nowak,Bydgoszcz,Stara,78,88
Kamil,Jakios,Chelmno,Nowsza,19,51
Amelia,Nijak,Plonsk,Starsza,13,83
Bartek,Abac,Bydgoszcz,Nowa,21,80
Bartek,Nowak,Bydgoszcz,Stara,43,29
Kamil,Jakios,Chelmno,Nowsza,96,139
Amelia,Nijak,Plonsk,Starsza,51,86
Amelia,Jakios,Bydgoszcz,Nowsza,4,103
Bartek,Abac,Plonsk,Nowsza,23,144
Jan,Abac,Warszawa,Nowa,79,63
Bartek,Nowak,Bydgoszcz,Stara,43,46
Kamil,Jakios,Chelmno,Nowsza,1,70
Amelia,Nijak,Plonsk,Starsza,11,58
Jan,Nijak,Warszawa,Stara,70,12
Bartek,Nowak,Bydgoszcz,Stara,98,11
Kamil,Jakios,Chelmno,Nowsza,99,137
Amelia,Nijak,Plonsk,Starsza,40,68
Amelia,Jakios,Chelmno,Stara,58,55
Jan,Abac,Bydgoszcz,Starsza,51,108
Jan,Abac,Warszawa,Nowa,100,95
Bartek,Nowak,Bydgoszcz,Stara,65,21
Kamil,Jakios,Chelmno,Nowsza,30,80
Amelia,Nijak,Plonsk,Starsza,94,133
Bartek,Nijak,Chelmno,Nowsza,20,150
Bartek,Nowak,Bydgoszcz,Stara,82,50
Kamil,Jakios,Chelmno,Nowsza,94,111
Amelia,Nijak,Plonsk,Starsza,28,72
Jan,Nowak,Chelmno,Stara,31,130
Kamil,Jakios,Chelmno,Nowsza,39,70
Jan,Abac,Warszawa,Nowa,41,68
Bartek,Nowak,Bydgoszcz,Stara,58,145
Kamil,Jakios,Chelmno,Nowsza,97,112
Amelia,Nijak,Plonsk,Starsza,85,36
Jan,Nowak,Chelmno,Nowsza,57,36
Bartek,Nowak,Bydgoszcz,Stara,62,54
Kamil,Jakios,Chelmno,Nowsza,53,72
Amelia,Nijak,Plonsk,Starsza,24,38
Kamil,Jakios,Bydgoszcz,Nowsza,2,17
Amelia,Abac,Warszawa,Stara,78,116
Jan,Abac,Warszawa,Nowa,35,142
Bartek,Nowak,Bydgoszcz,Stara,36,19
Kamil,Jakios,Chelmno,Nowsza,38,101
Amelia,Nijak,Plonsk,Starsza,89,139
Kamil,Nowak,Bydgoszcz,Stara,9,134
Bartek,Nowak,Bydgoszcz,Stara,82,135
Kamil,Jakios,Chelmno,Nowsza,68,104
Amelia,Nijak,Plonsk,Starsza,57,121
Jan,Nowak,Warszawa,Nowa,88,36
Jan,Nijak,Warszawa,Nowa,11,11
Jan,Abac,Warszawa,Nowa,31,33
Bartek,Nowak,Bydgoszcz,Stara,43,110
Kamil,Jakios,Chelmno,Nowsza,64,143
Amelia,Nijak,Plonsk,Starsza,58,146
Amelia,Jakios,Warszawa,Nowsza,76,110
Bartek,Nowak,Bydgoszcz,Stara,98,95
Kamil,Jakios,Chelmno,Nowsza,87,118
Amelia,Nijak,Plonsk,Starsza,59,90
Jan,Nijak,Bydgoszcz,Starsza,59,95
Amelia,Jakios,Plonsk,Nowa,100,6
Jan,Abac,Warszawa,Nowa,98,36
Bartek,Nowak,Bydgoszcz,Stara,13,120
Kamil,Jakios,Chelmno,Nowsza,86,73
Amelia,Nijak,Plonsk,Starsza,30,40
Jan,Nowak,Chelmno,Nowa,62,129
Bartek,Nowak,Bydgoszcz,Stara,37,145
Kamil,Jakios,Chelmno,Nowsza,34,40
Amelia,Nijak,Plonsk,Starsza,96,56
Bartek,Nowak,Plonsk,Starsza,41,49
Amelia,Jakios,Warszawa,Stara,40,92
Jan,Abac,Warszawa,Nowa,34,75
Bartek,Nowak,Bydgoszcz,Stara,12,32
Kamil,Jakios,Chelmno,Nowsza,88,67
Amelia,Nijak,Plonsk,Starsza,6,149
Jan,Nijak,Chelmno,Nowa,65,147
Bartek,Nowak,Bydgoszcz,Stara,25,136
Kamil,Jakios,Chelmno,Nowsza,22,125
Amelia,Nijak,Plonsk,Starsza,19,87
Bartek,Nowak,Chelmno,Nowsza,56,122
Kamil,Nijak,Bydgoszcz,Nowa,27,46
Jan,Abac,Warszawa,Nowa,4,116
Bartek,Nowak,Bydgoszcz,Stara,88,126
Kamil,Jakios,Chelmno,Nowsza,61,50
Amelia,Nijak,Plonsk,Starsza,73,89
Bartek,Nijak,Warszawa,Nowa,52,6
Bartek,Nowak,Bydgoszcz,Stara,15,102
Kamil,Jakios,Chelmno,Nowsza,6,113
Amelia,Nijak,Plonsk,Starsza,49,109
Amelia,Nijak,Plonsk,Nowsza,67,117
Amelia,Abac,Chelmno,Nowsza,92,21
Jan,Abac,Warszawa,Nowa,23,97
Bartek,Nowak,Bydgoszcz,Stara,59,128
Kamil,Jakios,Chelmno,Nowsza,25,44
Amelia,Nijak,Plonsk,Starsza,96,94
Bartek,Nowak,Chelmno,Stara,64,4
Bartek,Nowak,Bydgoszcz,Stara,5,134
Kamil,Jakios,Chelmno,Nowsza,32,38
Amelia,Nijak,Plonsk,Starsza,77,21
Kamil,Nowak,Warszawa,Nowsza,54,149
Bartek,Abac,Bydgoszcz,Stara,65,2
Jan,Abac,Warszawa,Nowa,55,141
Bartek,Nowak,Bydgoszcz,Stara,56,136
Kamil,Jakios,Chelmno,Nowsza,83,36
Amelia,Nijak,Plonsk,Starsza,41,82
Jan,Jakios,Bydgoszcz,Nowa,76,124
Bartek,Nowak,Bydgoszcz,Stara,21,18
Kamil,Jakios,Chelmno,Nowsza,24,113
Amelia,Nijak,Plonsk,Starsza,74,116
Kamil,Abac,Plonsk,Stara,97,8
Bartek,Nowak,Bydgoszcz,Stara,58,134
Jan,Abac,Warszawa,Nowa,86,85
Bartek,Nowak,Bydgoszcz,Stara,86,70
Kamil,Jakios,Chelmno,Nowsza,66,107
Amelia,Nijak,Plonsk,Starsza,15,42
Bartek,Abac,Chelmno,Starsza,23,125
Bartek,Nowak,Bydgoszcz,Stara,65,32
Kamil,Jakios,Chelmno,Nowsza,25,73
Amelia,Nijak,Plonsk,Starsza,65,112
Bartek,Jakios,Bydgoszcz,Starsza,4,132
Bartek,Jakios,Chelmno,Nowsza,5,7
Jan,Abac,Warszawa,Nowa,27,87
Bartek,Nowak,Bydgoszcz,Stara,80,106
Kamil,Jakios,Chelmno,Nowsza,3,140
Amelia,Nijak,Plonsk,Starsza,85,65
Jan,Nijak,Plonsk,Stara,20,94
Bartek,Nowak,Bydgoszcz,Stara,21,5
Kamil,Jakios,Chelmno,Nowsza,83,27
Amelia,Nijak,Plonsk,Starsza,2,68
Kamil,Nijak,Plonsk,Nowa,88,111
Kamil,Jakios,Chelmno,Starsza,25,41
Jan,Abac,Warszawa,Nowa,25,43
Bartek,Nowak,Bydgoszcz,Stara,62,133
Kamil,Jakios,Chelmno,Nowsza,90,145
Amelia,Nijak,Plonsk,Starsza,5,95
Bartek,Nowak,Warszawa,Stara,83,141
Bartek,Nowak,Bydgoszcz,Stara,100,91
Kamil,Jakios,Chelmno,Nowsza,24,56
Amelia,Nijak,Plonsk,Starsza,81,120
Kamil,Jakios,Warszawa,Nowsza,50,146
Bartek,Nowak,Chelmno,Stara,87,13
Jan,Abac,Warszawa,Nowa,99,72
Bartek,Nowak,Bydgoszcz,Stara,13,72
Kamil,Jakios,Chelmno,Nowsza,76,68
Amelia,Nijak,Plonsk,Starsza,58,101
Amelia,Abac,Chelmno,Stara,20,73
Bartek,Nowak,Bydgoszcz,Stara,43,28
Kamil,Jakios,Chelmno,Nowsza,24,33
Amelia,Nijak,Plonsk,Starsza,87,94
Bartek,Nijak,Warszawa,Nowsza,83,18
Bartek,Abac,Warszawa,Nowsza,35,90
Jan,Abac,Warszawa,Nowa,82,148
Bartek,Nowak,Bydgoszcz,Stara,86,139
Kamil,Jakios,Chelmno,Nowsza,68,4
Amelia,Nijak,Plonsk,Starsza,87,116
Amelia,Jakios,Chelmno,Stara,34,12
Bartek,Nowak,Bydgoszcz,Stara,37,48
Kamil,Jakios,Chelmno,Nowsza,84,59
Amelia,Nijak,Plonsk,Starsza,47,150
Kamil,Nijak,Chelmno,Nowa,65,38
Kamil,Nijak,Bydgoszcz,Stara,65,35
Jan,Abac,Warszawa,Nowa,26,7
Bartek,Nowak,Bydgoszcz,Stara,100,131
Kamil,Jakios,Chelmno,Nowsza,49,117
Amelia,Nijak,Plonsk,Starsza,11,141
Jan,Nijak,Warszawa,Nowa,94,148
Bartek,Nowak,Bydgoszcz,Stara,29,56
Kamil,Jakios,Chelmno,Nowsza,4,11
Amelia,Nijak,Plonsk,Starsza,46,64
Kamil,Abac,Chelmno,Stara,12,133
Bartek,Abac,Warszawa,Nowa,89,130
Jan,Abac,Warszawa,Nowa,55,26
Bartek,Nowak,Bydgoszcz,Stara,95,145
Kamil,Jakios,Chelmno,Nowsza,33,50
Amelia,Nijak,Plonsk,Starsza,70,17
Jan,Abac,Chelmno,Nowsza,5,51
Bartek,Nowak,Bydgoszcz,Stara,46,50
Kamil,Jakios,Chelmno,Nowsza,99,107
Amelia,Nijak,Plonsk,Starsza,39,135
Jan,Nowak,Warszawa,Nowsza,2,33
Bartek,Jakios,Warszawa,Starsza,62,36
Jan,Abac,Warszawa,Nowa,80,1
Bartek,Nowak,Bydgoszcz,Stara,11,54
Kamil,Jakios,Chelmno,Nowsza,69,24
Amelia,Nijak,Plonsk,Starsza,39,68
Bartek,Nijak,Warszawa,Nowa,15,8
Bartek,Nowak,Bydgoszcz,Stara,99,88
Kamil,Jakios,Chelmno,Nowsza,92,115
Amelia,Nijak,Plonsk,Starsza,74,99
Jan,Abac,Warszawa,Stara,8,53
Amelia,Jakios,Bydgoszcz,Nowa,42,10
Jan,Abac,Warszawa,Nowa,80,133
Bartek,Nowak,Bydgoszcz,Stara,37,55
Kamil,Jakios,Chelmno,Nowsza,84,56
Amelia,Nijak,Plonsk,Starsza,42,93
Kamil,Abac,Chelmno,Starsza,42,140
Bartek,Nowak,Bydgoszcz,Stara,21,71
Kamil,Jakios,Chelmno,Nowsza,5,131
Amelia,Nijak,Plonsk,Starsza,76,118
Amelia,Nijak,Plonsk,Stara,24,40
Kamil,Nijak,Chelmno,Stara,98,108
Jan,Abac,Warszawa,Nowa,75,137
Bartek,Nowak,Bydgoszcz,Stara,3,141
Kamil,Jakios,Chelmno,Nowsza,100,106
Amelia,Nijak,Plonsk,Starsza,34,111
Jan,Nijak,Bydgoszcz,Nowsza,53,68
Bartek,Nowak,Bydgoszcz,Stara,86,45
Kamil,Jakios,Chelmno,Nowsza,12,6
Amelia,Nijak,Plonsk,Starsza,99,89
Kamil,Abac,Warszawa,Nowsza,70,28
Amelia,Abac,Chelmno,Nowa,35,111
Jan,Abac,Warszawa,Nowa,86,84
Bartek,Nowak,Bydgoszcz,Stara,91,134
Kamil,Jakios,Chelmno,Nowsza,97,21
Amelia,Nijak,Plonsk,Starsza,6,18
Kamil,Nowak,Chelmno,Starsza,50,31
Bartek,Nowak,Bydgoszcz,Stara,73,40
Kamil,Jakios,Chelmno,Nowsza,84,132
Amelia,Nijak,Plonsk,Starsza,30,80
Jan,Nowak,Plonsk,Nowsza,67,98
Jan,Abac,Bydgoszcz,Starsza,99,23
Jan,Abac,Warszawa,Nowa,99,52
Bartek,Nowak,Bydgoszcz,Stara,24,143
Kamil,Jakios,Chelmno,Nowsza,21,5
Amelia,Nijak,Plonsk,Starsza,88,27
Bartek,Nowak,Warszawa,Stara,11,55
Bartek,Nowak,Bydgoszcz,Stara,14,47
Kamil,Jakios,Chelmno,Nowsza,2,147
Amelia,Nijak,Plonsk,Starsza,56,94
Jan,Jakios,Chelmno,Starsza,29,91
Amelia,Jakios,Warszawa,Nowa,91,132
Jan,Abac,Warszawa,Nowa,26,80
Bartek,Nowak,Bydgoszcz,Stara,94,1
Kamil,Jakios,Chelmno,Nowsza,10,144
Amelia,Nijak,Plonsk,Starsza,25,85
Bartek,Nijak,Plonsk,Stara,86,42
Bartek,Nowak,Bydgoszcz,Stara,13,137
Kamil,Jakios,Chelmno,Nowsza,5,104
Amelia,Nijak,Plonsk,Starsza,82,66
Amelia,Nowak,Chelmno,Stara,44,63
Bartek,Abac,Bydgoszcz,Nowsza,36,53
Jan,Abac,Warszawa,Nowa,91,27
Bartek,Nowak,Bydgoszcz,Stara,36,91
Kamil,Jakios,Chelmno,Nowsza,54,100
Amelia,Nijak,Plonsk,Starsza,11,97
Jan,Nijak,Warszawa,Starsza,4,66
Bartek,Nowak,Bydgoszcz,Stara,46,58
Kamil,Jakios,Chelmno,Nowsza,56,130
Amelia,Nijak,Plonsk,Starsza,38,100
Kamil,Jakios,Warszawa,Stara,11,98
Jan,Abac,Bydgoszcz,Stara,22,138
Jan,Abac,Warszawa,Nowa,11,20
Bartek,Nowak,Bydgoszcz,Stara,29,134
Kamil,Jakios,Chelmno,Nowsza,39,84
Amelia,Nijak,Plonsk,Starsza,57,79
Bartek,Nowak,Plonsk,Starsza,11,118
Bartek,Nowak,Bydgoszcz,Stara,90,127
Kamil,Jakios,Chelmno,Nowsza,68,145
Amelia,Nijak,Plonsk,Starsza,91,122
Kamil,Nowak,Chelmno,Stara,5,141
Jan,Abac,Plonsk,Nowsza,36,80
Jan,Abac,Warszawa,Nowa,59,88
Bartek,Nowak,Bydgoszcz,Stara,25,22
Kamil,Jakios,Chelmno,Nowsza,81,99
Amelia,Nijak,Plonsk,Starsza,89,137
Kamil,Jakios,Warszawa,Starsza,20,139
Bartek,Nowak,Bydgoszcz,Stara,13,9
Kamil,Jakios,Chelmno,Nowsza,93,31
Amelia,Nijak,Plonsk,Starsza,74,5
Jan,Nowak,Plonsk,Stara,55,1
Amelia,Nijak,Warszawa,Nowsza,15,84
Jan,Abac,Warszawa,Nowa,88,69
Bartek,Nowak,Bydgoszcz,Stara,12,116
Kamil,Jakios,Chelmno,Nowsza,75,16
Amelia,Nijak,Plonsk,Starsza,98,36
Bartek,Jakios,Chelmno,Nowa,81,101
Bartek,Nowak,Bydgoszcz,Stara,98,132
Kamil,Jakios,Chelmno,Nowsza,65,133
Amelia,Nijak,Plonsk,Starsza,42,77
Amelia,Nowak,Bydgoszcz,Starsza,2,22
Kamil,Nijak,Plonsk,Stara,46,73
Jan,Abac,Warszawa,Nowa,94,56
Bartek,Nowak,Bydgoszcz,Stara,50,50
Kamil,Jakios,Chelmno,Nowsza,44,134
Amelia,Nijak,Plonsk,Starsza,61,12
Amelia,Nijak,Chelmno,Nowsza,78,131
Bartek,Nowak,Bydgoszcz,Stara,81,137
Kamil,Jakios,Chelmno,Nowsza,6,124
Amelia,Nijak,Plonsk,Starsza,32,103
Jan,Nijak,Bydgoszcz,Nowa,94,27
Bartek,Jakios,Warszawa,Stara,57,135
Jan,Abac,Warszawa,Nowa,20,48
Bartek,Nowak,Bydgoszcz,Stara,47,113
Kamil,Jakios,Chelmno,Nowsza,69,15
Amelia,Nijak,Plonsk,Starsza,90,73
Amelia,Nijak,Bydgoszcz,Starsza,58,67
Bartek,Nowak,Bydgoszcz,Stara,75,55
Kamil,Jakios,Chelmno,Nowsza,65,144
Amelia,Nijak,Plonsk,Starsza,87,73
Bartek,Nowak,Warszawa,Nowsza,74,109
Jan,Abac,Plonsk,Nowa,17,94
Jan,Abac,Warszawa,Nowa,14,107
Bartek,Nowak,Bydgoszcz,Stara,26,71
Kamil,Jakios,Chelmno,Nowsza,34,7
Amelia,Nijak,Plonsk,Starsza,34,116
Bartek,Nowak,Warszawa,Nowsza,58,117
Bartek,Nowak,Bydgoszcz,Stara,73,66
Kamil,Jakios,Chelmno,Nowsza,73,10
Amelia,Nijak,Plonsk,Starsza,79,14
Kamil,Nijak,Bydgoszcz,Stara,40,48
Amelia,Jakios,Plonsk,Stara,49,123
Jan,Abac,Warszawa,Nowa,65,140
Bartek,Nowak,Bydgoszcz,Stara,14,60
Kamil,Jakios,Chelmno,Nowsza,63,11
Amelia,Nijak,Plonsk,Starsza,20,78
Jan,Abac,Warszawa,Stara,16,120
Bartek,Nowak,Bydgoszcz,Stara,91,21
Kamil,Jakios,Chelmno,Nowsza,55,63
Amelia,Nijak,Plonsk,Starsza,14,64
Amelia,Nowak,Chelmno,Stara,87,16
Amelia,Nowak,Bydgoszcz,Nowa,12,27
Jan,Abac,Warszawa,Nowa,8,102
Bartek,Nowak,Bydgoszcz,Stara,50,20
Kamil,Jakios,Chelmno,Nowsza,72,126
Amelia,Nijak,Plonsk,Starsza,26,20
Bartek,Nijak,Warszawa,Starsza,38,110
Bartek,Nowak,Bydgoszcz,Stara,76,83
Kamil,Jakios,Chelmno,Nowsza,68,34
Amelia,Nijak,Plonsk,Starsza,64,147
Amelia,Nijak,Plonsk,Stara,66,32
Amelia,Nijak,Warszawa,Nowsza,23,36
Jan,Abac,Warszawa,Nowa,76,29
Bartek,Nowak,Bydgoszcz,Stara,42,27
Kamil,Jakios,Chelmno,Nowsza,97,115
Amelia,Nijak,Plonsk,Starsza,83,47
